#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,_result,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,object
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:08.264985Z,50.22,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:09.017495Z,50.21,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:10.031398Z,50.2,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:11.737191Z,50.19,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:12.782305Z,50.18,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:13.032983Z,50.17,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:13.238104Z,50.18,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:14.058607Z,50.17,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:14.548665Z,50.16,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:14.772654Z,50.15,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:15.29968Z,50.14,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:16.049765Z,50.15,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:16.799075Z,50.14,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:18.561312Z,50.13,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:19.051597Z,50.12,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:19.816673Z,50.11,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:20.770814Z,50.1,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:21.564151Z,50.11,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:22.064731Z,50.12,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:22.332046Z,50.1,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:23.069279Z,50.09,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:24.582566Z,50.08,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:25.084418Z,50.07,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:25.331924Z,50.06,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:25.533605Z,50.07,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:26.580973Z,50.06,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:27.036268Z,50.05,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:27.583658Z,50.06,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:27.833879Z,50.07,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:28.340967Z,50.06,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:29.09734Z,50.05,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:30.599347Z,50.04,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:30.851429Z,50.05,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:31.348382Z,50.04,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:32.847352Z,50.03,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:37.570476Z,50.02,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:38.865872Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:39.075605Z,50.02,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:39.869768Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:40.637427Z,50.02,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:40.828855Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:41.631102Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:41.886424Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:42.137381Z,49.98,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:42.333196Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:43.132032Z,49.98,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:43.385727Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:43.837849Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:44.381Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:44.88358Z,49.98,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:45.136177Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:45.898492Z,49.98,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:46.149505Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:46.383576Z,49.98,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:47.383833Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:48.148672Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:48.898496Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:56.681694Z,49.98,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:57.184537Z,49.97,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:57.385025Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:58.934201Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:53:59.930437Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:00.640082Z,49.98,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:01.43234Z,49.97,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:01.683659Z,49.98,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:01.932279Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:02.699287Z,49.98,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:02.953243Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:03.65457Z,49.98,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:04.197347Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:04.948942Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:05.157314Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:06.215568Z,49.98,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:06.465005Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:07.21791Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:07.465292Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:08.168514Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:09.214064Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:09.67296Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:09.966482Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:10.467432Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:11.427204Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:13.482129Z,49.98,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:13.731817Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:15.481413Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:16.487494Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:16.986172Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:17.234209Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:18.24894Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:18.499699Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:18.947074Z,50.02,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:19.493475Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:19.749892Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:20.998957Z,50.02,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:21.248941Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:21.751529Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:21.958297Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:22.75891Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:23.007333Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:23.25782Z,50.02,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:23.466777Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:24.014554Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:24.969481Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:25.263673Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:25.765913Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:26.016901Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:27.529922Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:28.026252Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:28.231992Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:28.780432Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:31.031214Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:31.240517Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:32.033793Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:33.245588Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:34.048817Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:35.048033Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:36.799531Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:38.005242Z,50.02,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:38.2984Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:38.757319Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:39.564462Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:39.816585Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:41.764528Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:42.315729Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:42.516649Z,50.02,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:42.816344Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:43.066345Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:44.565835Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:44.819356Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:45.818912Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:47.320668Z,49.98,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:47.583005Z,49.96,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:47.821348Z,49.97,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:48.031076Z,49.98,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:48.828619Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:49.326738Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:50.08042Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:50.583903Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:50.834885Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:53.045353Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:53.852992Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:55.098373Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:55.347458Z,49.98,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:55.553671Z,49.97,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:56.098992Z,49.98,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:56.348184Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:56.598001Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:56.84761Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:57.05617Z,50.02,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:58.114114Z,50.03,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:58.563133Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:59.365159Z,50.02,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:54:59.620819Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:55:00.318715Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:55:01.366619Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:55:01.631623Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:55:01.824551Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:55:02.631557Z,49.98,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:55:02.881383Z,49.99,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:55:03.130691Z,50,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:55:04.131174Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:55:05.381288Z,50.02,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:55:05.632959Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:55:05.881576Z,50.02,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:55:07.842032Z,50.03,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:55:08.344629Z,50.04,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:55:09.101797Z,50.03,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:55:09.348896Z,50.04,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:55:09.84868Z,50.03,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:55:10.151975Z,50.01,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:55:10.402361Z,50.02,temperature,raspberrypi,heater_bed
,,1,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:55:11.649512Z,50.03,temperature,raspberrypi,heater_bed
