#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,_result,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,object
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:19.065151Z,200,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:19.31218Z,199.99,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:19.567463Z,199.98,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:20.315295Z,200.1,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:20.571598Z,200.17,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:20.81508Z,200.11,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:21.067951Z,200.07,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:21.572914Z,200.06,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:21.819471Z,200.04,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:22.072963Z,200.03,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:22.576958Z,200.14,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:23.073774Z,200.08,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:23.324485Z,200.05,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:23.578428Z,200.04,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:23.824411Z,200.13,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:24.080028Z,200.18,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:24.580749Z,200.11,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:24.828013Z,200.07,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:25.080759Z,200.04,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:25.328808Z,200.06,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:25.585245Z,200.02,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:26.086309Z,200.03,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:26.332862Z,200.1,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:26.583963Z,200.17,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:26.832647Z,200.11,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:27.083143Z,200.07,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:27.587442Z,200.04,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:27.836997Z,200.01,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:28.08771Z,199.98,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:28.338799Z,199.96,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:29.090599Z,199.93,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:29.596992Z,199.94,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:29.843674Z,199.92,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:30.096709Z,199.94,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:30.598061Z,199.93,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:31.096418Z,199.95,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:31.350465Z,199.96,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:31.603825Z,199.97,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:32.102161Z,199.98,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:32.354704Z,200,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:32.601064Z,200.02,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:32.852205Z,200.01,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:33.102302Z,200.11,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:33.609287Z,200.12,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:34.358436Z,200.1,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:34.613295Z,200.11,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:35.865416Z,200.12,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:36.367078Z,200.13,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:37.118672Z,200.12,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:37.369298Z,200.18,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:37.619221Z,200.15,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:37.870841Z,200.12,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:38.371834Z,200.09,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:38.625829Z,200.07,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:38.87053Z,200.04,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:39.124407Z,200.03,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:39.877431Z,199.98,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:40.126726Z,200.06,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:40.373403Z,200.01,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:40.629042Z,199.96,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:40.875004Z,199.93,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:41.380956Z,200.01,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:41.632553Z,199.97,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:41.881144Z,199.94,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:42.131871Z,199.97,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:42.384572Z,199.93,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:42.884596Z,199.94,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:43.133198Z,199.89,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:43.384903Z,199.84,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:43.638826Z,199.83,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:43.88443Z,199.82,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:44.38631Z,199.8,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:44.637335Z,199.78,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:45.141549Z,199.77,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:45.389761Z,199.79,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:45.895958Z,199.78,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:46.140572Z,199.87,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:46.392558Z,199.83,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:46.643526Z,199.85,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:46.89675Z,199.83,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:47.648565Z,199.82,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:48.150724Z,199.83,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:48.900772Z,199.89,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:49.403628Z,199.94,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:49.656339Z,199.92,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:49.906943Z,199.91,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:50.407464Z,199.9,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:50.660213Z,199.89,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:50.90748Z,199.93,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:51.409203Z,199.92,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:52.165404Z,200.01,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:52.417892Z,200.09,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:52.66955Z,200.03,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:52.914339Z,200.11,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:53.169167Z,200.03,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:53.671165Z,200,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:53.917612Z,199.97,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:54.167892Z,199.96,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:54.419835Z,199.94,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:54.674066Z,199.93,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:55.171504Z,199.91,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:55.424956Z,199.9,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:55.676949Z,200,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:55.922385Z,199.96,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:56.175613Z,199.95,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:56.678328Z,199.92,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:56.929354Z,200.02,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:57.179783Z,199.98,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:57.429481Z,200.08,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:57.680296Z,200.02,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:58.18552Z,199.99,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:58.432056Z,199.98,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:58.684929Z,199.94,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:58.933707Z,199.92,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:59.186242Z,199.91,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:59.686851Z,199.89,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:56:59.935446Z,199.88,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:00.437267Z,199.98,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:00.688844Z,200.06,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:01.188669Z,199.99,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:01.43907Z,199.95,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:01.693622Z,199.94,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:02.942474Z,200,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:03.197392Z,199.98,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:03.697255Z,200.08,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:04.198778Z,200.05,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:04.449359Z,200.04,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:04.700046Z,200.02,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:04.950565Z,200.01,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:05.227075Z,200.06,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:05.705753Z,200.04,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:05.953168Z,200.06,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:06.208776Z,200.15,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:06.454988Z,200.11,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:06.705878Z,200.08,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:07.207615Z,200.05,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:07.457872Z,200.03,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:07.707565Z,200.04,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:07.961648Z,200.01,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:08.208883Z,199.99,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:09.212356Z,199.98,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:09.463171Z,199.96,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:09.714007Z,199.95,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:09.964886Z,199.93,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:10.466238Z,199.9,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:10.717202Z,199.88,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:10.967744Z,199.95,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:11.220681Z,199.92,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:11.971971Z,199.91,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:12.222802Z,199.9,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:12.474708Z,199.88,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:12.724734Z,199.87,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:12.974444Z,199.84,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:13.478608Z,199.83,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:13.726267Z,199.82,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:14.228429Z,199.92,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:14.480551Z,199.89,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:14.980649Z,199.98,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:15.233544Z,199.89,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:15.48333Z,199.85,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:15.734869Z,199.82,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:15.984872Z,199.88,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:16.486832Z,199.84,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:16.735564Z,199.81,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:16.987088Z,199.79,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:17.239984Z,199.76,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:17.489275Z,199.86,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:18.240651Z,199.87,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:18.492393Z,199.83,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:18.742027Z,199.91,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:18.993665Z,199.85,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:19.495706Z,199.83,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:19.746401Z,199.82,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:19.998717Z,199.79,temperature,raspberrypi,extruder
,,0,2024-02-22T01:12:08.030080268Z,2024-02-22T02:12:08.030080268Z,2024-02-22T01:57:20.247432Z,199.77,temperature,raspberrypi,extruder
